Codigo Promo;Propietario;Provincia;Localidad;Calle;Numero;Cp;Id_Inmueble;Referencia;Tipo;PrecioVentaPublico;PrecioAlquiler;
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106046";"3970##3970_0001_PE0001";"Nave";"171823.078125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106047";"3970##3970_0001_PE0002";"Local";"40076.171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106048";"3970##3970_0001_PE0003";"Local";"48663.9296875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106049";"3970##3970_0001_PE0004";"Nave";"152186.15625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106050";"3970##3970_0001_PE0005";"Nave";"171823.078125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106051";"3970##3970_0001_PE0006";"Nave";"171823.078125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106052";"3970##3970_0001_PE0007";"Nave";"171823.078125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106053";"3970##3970_0001_PE0008";"Nave";"186550.765625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106054";"3970##3970_0001_PE0009";"Nave";"166913.84375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106055";"3970##3970_0001_PE0010";"Local";"81106.5390625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106056";"3970##3970_0001_PE0011";"Nave";"166913.84375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106057";"3970##3970_0001_PE0012";"Local";"60114.26171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106058";"3970##3970_0001_PE0013";"Oficina";"57251.6796875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106059";"3970##3970_0001_PE0014";"Local";"52480.7109375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106060";"3970##3970_0001_PE0015";"Oficina";"71564.6015625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106061";"3970##3970_0001_PE0016";"Nave";"152186.15625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106062";"3970##3970_0001_PE0017";"Oficina";"66793.6171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106063";"3970##3970_0001_PE0018";"Oficina";"60114.26171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106064";"3970##3970_0001_PE0019";"Local";"85877.5234375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106065";"3970##3970_0001_PE0020";"Oficina";"57251.6796875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106066";"3970##3970_0001_PE0021";"Oficina";"49618.12109375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106067";"3970##3970_0001_PE0022";"Oficina";"81106.5390625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106068";"3970##3970_0001_PE0023";"Oficina";"81106.5390625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106069";"3970##3970_0001_PE0024";"Oficina";"85877.5234375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106070";"3970##3970_0001_PE0025";"Oficina";"53434.8984375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106071";"3970##3970_0001_PE0026";"Nave";"211096.921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106072";"3970##3970_0001_PE0027";"Nave";"147276.921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106073";"3970##3970_0001_PE0028";"Nave";"220915.375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106074";"3970##3970_0001_PE0029";"Nave";"152186.15625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106075";"3970##3970_0001_PE0030";"Nave";"151204.3125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106076";"3970##3970_0001_PE0031";"Nave";"147276.921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106077";"3970##3970_0001_PE0032";"Nave";"147276.921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106078";"3970##3970_0001_PE0033";"Nave";"88366.1484375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106079";"3970##3970_0001_PE0034";"Nave";"147276.921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106080";"3970##3970_0001_PE0035";"Nave";"162004.625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106081";"3970##3970_0001_PE0036";"Nave";"157095.375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106082";"3970##3970_0001_PE0037";"Nave";"127640";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106083";"3970##3970_0001_PE0038";"Oficina";"71564.6015625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106084";"3970##3970_0001_PE0039";"Nave";"162004.625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106085";"3970##3970_0001_PE0040";"Nave";"162004.625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106086";"3970##3970_0001_PE0041";"Nave";"152186.15625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106087";"3970##3970_0001_PE0042";"Nave";"152186.15625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106088";"3970##3970_0001_PE0043";"Nave";"176732.3125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106089";"3970##3970_0001_PE0044";"Nave";"216006.15625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106090";"3970##3970_0001_PE0045";"Nave";"152186.15625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106091";"3970##3970_0001_PE0046";"Nave";"98184.6171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106092";"3970##3970_0001_PE0047";"Nave";"88366.1484375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106093";"3970##3970_0001_PE0048";"Nave";"88366.1484375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106094";"3970##3970_0001_PE0049";"Nave";"181641.546875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106095";"3970##3970_0001_PE0050";"Nave";"93275.3828125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106096";"3970##3970_0001_PE0051";"Nave";"137458.453125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106097";"3970##3970_0001_PE0052";"Nave";"166913.84375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106098";"3970##3970_0001_PE0053";"Nave";"137458.453125";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106099";"3970##3970_0001_PE0054";"Oficina";"53434.8984375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106100";"3970##3970_0001_PE0055";"Oficina";"42938.76171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106101";"3970##3970_0001_PE0056";"Oficina";"71564.6015625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106102";"3970##3970_0001_PE0057";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106103";"3970##3970_0001_PE0058";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106104";"3970##3970_0001_PE0059";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106105";"3970##3970_0001_PE0060";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106106";"3970##3970_0001_PE0061";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106107";"3970##3970_0001_PE0062";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106108";"3970##3970_0001_PE0063";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106109";"3970##3970_0001_PE0064";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106110";"3970##3970_0001_PE0065";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106111";"3970##3970_0001_PE0066";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106112";"3970##3970_0001_PE0067";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106113";"3970##3970_0001_PE0068";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106114";"3970##3970_0001_PE0069";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106115";"3970##3970_0001_PE0070";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106116";"3970##3970_0001_PE0071";"Oficina";"49618.12109375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106117";"3970##3970_0001_PE0072";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106118";"3970##3970_0001_PE0073";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106119";"3970##3970_0001_PE0074";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106120";"3970##3970_0001_PE0075";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106121";"3970##3970_0001_PE0076";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106122";"3970##3970_0001_PE0077";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106123";"3970##3970_0001_PE0078";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106124";"3970##3970_0001_PE0079";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106125";"3970##3970_0001_PE0080";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106126";"3970##3970_0001_PE0081";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106127";"3970##3970_0001_PE0082";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106128";"3970##3970_0001_PE0083";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106129";"3970##3970_0001_PE0084";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106130";"3970##3970_0001_PE0085";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106131";"3970##3970_0001_PE0086";"Oficina";"42938.76171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106132";"3970##3970_0001_PE0087";"Oficina";"42938.76171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106133";"3970##3970_0001_PE0088";"Oficina";"23854.869140625";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106134";"3970##3970_0001_PE0089";"Oficina";"42938.76171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106135";"3970##3970_0001_PE0090";"Oficina";"33396.80859375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106136";"3970##3970_0001_PE0091";"Oficina";"33396.80859375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106137";"3970##3970_0001_PE0092";"Oficina";"28625.83984375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106138";"3970##3970_0001_PE0093";"Oficina";"42938.76171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106139";"3970##3970_0001_PE0094";"Oficina";"62022.6484375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106140";"3970##3970_0001_PE0095";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106141";"3970##3970_0001_PE0096";"Oficina";"47709.73046875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106142";"3970##3970_0001_PE0097";"Oficina";"47709.73046875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106143";"3970##3970_0001_PE0098";"Oficina";"42938.76171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106144";"3970##3970_0001_PE0099";"Oficina";"28625.83984375";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106145";"3970##3970_0001_PE0100";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106250";"3970##3970_0001_PE0101";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106251";"3970##3970_0001_PE0102";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106252";"3970##3970_0001_PE0104";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106253";"3970##3970_0001_PE0105";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106254";"3970##3970_0001_PE0106";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106255";"3970##3970_0001_PE0107";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106256";"3970##3970_0001_PE0108";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106257";"3970##3970_0001_PE0109";"Garaje";"5725.169921875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106258";"3970##3970_0001_PE0110";"Oficina";"66793.6171875";"0";
"IDD55233";"LLEIRA";"Guadalajara";"Guadalajara";"FRANCISCO ARITIO";"119";"19004";"106324";"3970##3970_0001_PE0103";"Garaje";"5725.169921875";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85667";"2001##00327327";"Piso";"193900";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85963";"2001##00332336";"Piso";"178300";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85967";"2001##00328789";"Piso";"172200";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85971";"2001##00327711";"Piso";"184500";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85977";"2001##00334139";"Piso";"155600";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85978";"2001##00330836";"Piso";"155600";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85980";"2001##00328178";"Piso";"180000";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"85993";"2001##00330393";"Piso";"163500";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"86059";"2001##00329714";"Piso";"191500";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"86064";"2001##00329551";"Piso";"179900";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"86065";"2001##00333712";"Piso";"170300";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"86104";"2001##00335677";"Piso";"157300";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"86110";"2001##00332825";"Piso";"160900";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"86116";"2001##00334977";"Piso";"173700";"0";
"IDD42802";"SAREB";"Barcelona";"Sant";"VALLHONESTA ESQ. C SOLER I PUIGDOLLERS";"1820";"8295";"86120";"2001##00327848";"Piso";"142300";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"115482";"2001##00340557";"Garaje";"18400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"115813";"2001##00340609";"Garaje";"16600";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117454";"2001##00340638";"Garaje";"15600";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117455";"2001##00340630";"Garaje";"16400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117456";"2001##00340626";"Garaje";"16500";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117457";"2001##00340623";"Garaje";"14900";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117458";"2001##00340622";"Garaje";"14900";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117459";"2001##00340620";"Garaje";"15600";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117460";"2001##00340618";"Garaje";"162700";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117461";"2001##00340617";"Garaje";"20300";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117462";"2001##00340615";"Garaje";"16100";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117464";"2001##00340612";"Garaje";"19900";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117465";"2001##00340608";"Garaje";"18400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117467";"2001##00340604";"Garaje";"162700";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117468";"2001##00340602";"Garaje";"16400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117469";"2001##00340600";"Garaje";"30500";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117470";"2001##00340598";"Garaje";"30500";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117471";"2001##00340597";"Garaje";"21900";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117473";"2001##00340593";"Garaje";"18000";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117474";"2001##00340591";"Garaje";"16400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117475";"2001##00340590";"Garaje";"162700";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117476";"2001##00340589";"Garaje";"16400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117477";"2001##00340584";"Garaje";"16400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117478";"2001##00340583";"Garaje";"16400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117479";"2001##00340582";"Garaje";"16400";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117481";"2001##00340576";"Garaje";"16100";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117482";"2001##00340575";"Garaje";"17700";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117484";"2001##00340562";"Garaje";"30500";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117485";"2001##00340561";"Garaje";"18100";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117486";"2001##00340560";"Garaje";"15600";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117487";"2001##00340559";"Garaje";"19000";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117488";"2001##00340555";"Garaje";"18900";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117489";"2001##00340554";"Garaje";"19300";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117490";"2001##00340549";"Garaje";"162700";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117491";"2001##00340548";"Garaje";"162700";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117632";"2001##00340465";"Piso";"215300";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117640";"2001##00340644";"Piso";"155300";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117641";"2001##00340640";"Piso";"161700";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117642";"2001##00340469";"Piso";"208500";"0";
"IDD62361";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40";"26007";"117865";"2001##00340605";"Garaje";"13900";"0";
