CONTRATO,IDENTIFICADOR,FECHA       ,
A0100000000006Q,000008074647268,20/12/2005  ,
A0100000000006Q,000008074647271,01/01/1901  ,
A0100000000006Q,000008074647271,03/05/2005  ,
A0100000000006Q,000008074647271,25/06/2004  ,
A0100000000006Q,000008074647271,28/06/2004  ,
A0100000000006Q,000008074647271,17/11/2006  ,
A0100000000006Q,000008074647271,15/11/2004  ,
A0100000000006Q,000008074647271,28/06/2004  ,
A0100000000006Q,000008074647271,01/01/1901  ,
A0100000000006Q,000008074647271,28/06/2004  ,
A0100000000006Q,000008074647271,28/06/2004  ,
A0100000000006Q,000008074647271,24/06/2004  ,
A0100000000006Q,000008074647268,19/06/2009  ,
A0100000000006Q,000008074647268,01/01/1901  ,
A0100000000006Q,000008074647268,12/02/2002  ,
A0100000000006Q,000008074647268,27/07/2011  ,
A0100000000006Q,000008074647268,19/12/2005  ,
A0100000000006Q,000008074647268,19/12/2005  ,
A0100000000006Q,000008074647268,09/11/2005  ,
A0100000000006Q,000008074647268,09/11/2005  ,
A0100000000006Q,000008074647268,26/10/2005  ,
A0100000000006Q,000008074647273,01/01/1901  ,
A0100000000006Q,000008074647273,13/06/2006  ,
A0100000000006Q,000008074647273,26/05/2006  ,
A0100000000006Q,000008074647273,22/08/2006  ,
A0100000000006Q,000008074647273,21/02/2007  ,
A0100000000006Q,000008074647272,01/01/1901  ,
A0100000000006Q,000008074647274,01/01/1901  ,
A0100000000006Q,000008074647274,21/02/2007  ,
A0100000000006Q,000008074647275,01/01/1901  ,
A0100000000006Q,000008074647275,22/02/2007  ,
A0100000000006Q,000008074647275,03/01/2004  ,
A0100000000006Q,000008074647275,15/02/2007  ,
A0100000000006Q,000008074647275,10/02/2007  ,
A0100000000006Q,000008074647275,10/02/2007  ,
A0100000000006Q,000008074647275,10/02/2007  ,
A0100000000006Q,000008074647275,10/02/2007  ,
A0100000000006Q,000008074647275,15/02/2007  ,
A0100000000006Q,000008074647275,15/02/2007  ,
A0100000000006Q,000008074647275,14/03/2007  ,
A0100000000006Q,000008074647276,01/01/1901  ,
A0100000000006Q,000008074647276,15/11/2008  ,
A0100000000006Q,000008074647276,01/01/1901  ,
A0100000000006Q,000008074647277,01/01/1901  ,
A0100000000006Q,000008074647277,30/04/2008  ,
A0100000000006Q,000008074647278,01/01/1901  ,
A0100000000006Q,000008074647279,01/01/1901  ,
A0100000000006Q,000008074647279,21/09/2010  ,
A0100000000006Q,000008074647279,21/09/2010  ,
A0100000000006Q,000008074647279,21/09/2010  ,
A0100000000006Q,000008074647281,01/01/1901  ,
A0100000000006Q,000008074647281,14/02/2013  ,
A0100000000006Q,000008074647282,01/01/1901  ,
A0100000000006Q,000008074647282,26/03/2009  ,
A0100000000006Q,000008074647282,01/01/1901  ,
A0100000000006Q,000008074647283,01/01/1901  ,
A0100000000006Q,000008074647283,17/02/2000  ,
A0100000000006Q,000008074647283,02/07/2007  ,
A0100000000006Q,000008074647283,29/11/2007  ,
A0100000000006Q,000008074647283,29/11/2007  ,
A0100000000006Q,000008074647283,02/07/2007  ,
A0100000000006Q,000008074647283,19/11/2007  ,
A0100000000006Q,000008074647283,07/04/2008  ,
A0100000000006Q,000008074647283,29/11/2007  ,
A0100000000006Q,000008074647283,18/11/2009  ,
A0100000000006Q,000008074647286,01/01/1901  ,
A0100000000006Q,000008074647286,01/01/1901  ,
A0100000000006Q,000008074647286,11/07/2007  ,
A0100000000006Q,000008074647285,01/01/1901  ,
A0100000000006Q,000008074647285,22/05/2008  ,
A0100000000006Q,000008074647285,02/07/2009  ,
A0100000000006Q,000008074647285,05/05/2006  ,
A0100000000006Q,000008074647285,01/01/1901  ,
A0100000000006Q,000008074647284,01/01/1901  ,
A0100000000006Q,000008074647284,27/06/2003  ,
A0100000000006Q,000008074647284,13/06/2003  ,
A0100000000006Q,000008074647284,24/04/2003  ,
A0100000000006Q,000008074647284,15/04/2003  ,
A0100000000006Q,000008074647284,03/04/2002  ,
A0100000000006Q,000008074647284,23/02/2002  ,
A0100000000006Q,000008074647284,23/02/2002  ,
A0100000000006Q,000008074647284,03/04/2002  ,
A0100000000006Q,000008074647284,03/04/2002  ,
A0100000000006Q,000008074647284,17/08/2004  ,
A0100000000006Q,000008074647284,06/05/2003  ,
A0100000000006Q,000008074647284,01/01/1901  ,
A0100000000006Q,000008074647287,15/10/2004  ,
A0100000000006Q,000008074647287,26/03/2004  ,
A0100000000006Q,000008074647287,30/03/2004  ,
A0100000000006Q,000008074647287,30/03/2004  ,
A0100000000006Q,000008074647287,30/03/2004  ,
A0100000000006Q,000008074647287,06/05/2004  ,
A0100000000006Q,000008074647287,06/05/2004  ,
A0100000000006Q,000008074647288,01/01/1901  ,
A0100000000006Q,000008074647288,01/01/1901  ,
A0100000000006Q,000008074647288,11/06/2003  ,
A0100000000006Q,000008074647288,11/06/2003  ,
A0100000000006Q,000008074647288,11/06/2003  ,
A0100000000006Q,000008074647288,08/07/2003  ,
A0100000000006Q,000008074647288,30/01/2006  ,
A0100000000006Q,000008074647288,26/01/2006  ,
A0100000000006Q,000008074647288,30/11/2005  ,
A0100000000006Q,000008074647289,27/03/2006  ,
A0100000000006Q,000008074647289,17/04/2006  ,
A0100000000006Q,000008074647289,20/06/2007  ,
A0100000000006Q,000008074647287,01/01/1901  ,
A0100000000006Q,000008074647287,30/03/2004  ,
A0100000000006Q,000008074647291,18/11/2006  ,
A0100000000006Q,000008074647291,18/11/2006  ,
A0100000000006Q,000008074647291,01/01/1901  ,
A0100000000006Q,000008074647291,21/11/2006  ,
A0100000000006Q,000008074647290,01/01/1901  ,
A0100000000006Q,000008074647290,14/09/2006  ,
A0100000000006Q,000008074647290,14/09/2006  ,
A0100000000006Q,000008074647290,20/10/2006  ,
A0100000000006Q,000008074647290,06/09/2006  ,
A0100000000006Q,000008074647290,26/09/2006  ,
A0100000000006Q,000008074647290,22/08/2006  ,
A0100000000006Q,000008074647290,07/09/2006  ,
A0100000000006Q,000008074647291,01/01/1901  ,
A0100000000006Q,000008074647291,30/11/2009  ,
A0100000000006Q,000008074647291,19/01/2009  ,
A0100000000006Q,000008074647291,01/01/1901  ,
A0100000000006Q,000008074647291,04/12/2008  ,
A0100000000006Q,000008074647291,17/06/2002  ,
A0100000000006Q,000008074647291,18/07/2002  ,
A0100000000006Q,000008074647291,01/01/1901  ,
A0100000000006Q,000008074647291,22/11/2006  ,
A0100000000006Q,000008074647290,17/05/2007  ,
A0100000000006Q,000008074647290,06/09/2006  ,
A0100000000006Q,000008074647292,01/01/1901  ,
A0100000000006Q,000008074647292,28/04/2008  ,
A0100000000006Q,000008074647292,01/01/1901  ,
A0100000000006Q,000008074647292,01/01/1901  ,
A0100000000006Q,000008074647292,01/01/1901  ,
A0100000000006Q,000008074647292,08/05/2008  ,
A0100000000006Q,000008074647293,01/01/1901  ,
A0100000000006Q,000008074647293,01/01/1901  ,
A0100000000006Q,000008074647293,02/03/2009  ,
A0100000000006Q,000008074647295,01/01/1901  ,
A0100000000006Q,000008074647297,01/01/1901  ,
A0100000000006Q,000008074647297,16/10/2007  ,
A0100000000006Q,000008074647297,24/10/2007  ,
A0100000000006Q,000008074647297,27/07/2007  ,
A0100000000006Q,000008074647297,17/04/2013  ,
A0100000000006Q,000008074647297,24/07/2007  ,
A0100000000006Q,000008074647298,01/01/1901  ,
A0100000000006Q,000008074647299,27/10/2008  ,
A0100000000006Q,000008074647299,07/07/2009  ,
A0100000000006Q,000008074647299,01/01/1901  ,
A0100000000006Q,000008074647299,22/06/2005  ,
A0100000000006Q,000008074647299,06/07/2005  ,
A0100000000006Q,000008074647299,06/07/2005  ,
A0100000000006Q,000008074647299,06/07/2005  ,
A0100000000006Q,000008074647299,23/06/2005  ,
A0100000000006Q,000008074647299,18/07/2005  ,
A0100000000006Q,000008074647299,23/06/2005  ,
A0100000000006Q,000008074647299,23/06/2005  ,
A0100000000006Q,000008074647299,14/06/2005  ,
A0100000000006Q,000008074647299,13/06/2005  ,
A0100000000006Q,000008074647299,15/11/2005  ,
A0100000000006Q,000008074647299,13/09/2005  ,
A0100000000006Q,000008074647301,01/01/1901  ,
A0100000000006Q,000008074647301,29/11/2006  ,
A0100000000006Q,000008074647301,12/08/1999  ,
A0100000000006Q,000008074647301,05/06/2007  ,
A0100000000006Q,000008074647301,05/06/2007  ,
A0100000000006Q,000008074647301,05/06/2007  ,
A0100000000006Q,000008074647301,30/05/2007  ,
A0100000000006Q,000008074647301,13/06/2005  ,
A0100000000006Q,000008074647302,01/01/1901  ,
A0100000000006Q,000008074647302,26/09/2007  ,
A0100000000006Q,000008074647302,28/05/2012  ,
A0100000000006Q,000008074647303,01/01/1901  ,
A0100000000006Q,000008074647304,01/01/1901  ,
A0100000000006Q,000008074647304,18/06/2013  ,
A0100000000006Q,000008074647305,01/01/1901  ,
A0100000000006Q,000008074647305,05/07/2010  ,
A0100000000006Q,000008074647396,01/01/1901  ,
A0100000000006Q,000008074647394,24/09/2004  ,
A0100000000006Q,000008074647394,08/04/2003  ,
A0100000000006Q,000008074647394,01/01/1901  ,
A0100000000006Q,000008074647395,01/01/1901  ,
A0100000000006Q,000008074647394,01/01/1901  ,
A0100000000006Q,000008074647307,01/01/1901  ,
A0100000000006Q,000008074647307,20/01/2007  ,
A0100000000006Q,000008074647307,20/01/2007  ,
A0100000000006Q,000008074647307,05/06/2009  ,
A0100000000006Q,000008074647307,17/11/2010  ,
A0100000000006Q,000008074647308,01/01/1901  ,
A0100000000006Q,000008074647308,08/11/2007  ,
A0100000000006Q,000008074647308,07/08/2008  ,
A0100000000006Q,000008074647308,29/10/2007  ,
A0100000000006Q,000008074647308,24/05/2013  ,
A0100000000006Q,000008074647309,01/01/1901  ,
A0100000000006Q,000008074647310,01/01/1901  ,
A0100000000006Q,000008074647311,01/01/1901  ,
A0100000000006Q,000008074647311,01/09/2009  ,
A0100000000006Q,000008074647311,01/01/1901  ,
A0100000000006Q,000008074647311,01/01/1901  ,
A0100000000006Q,000008074647311,02/09/2010  ,
A0100000000006Q,000008074647311,11/09/2007  ,
A0100000000006Q,000008074647311,11/09/1987  ,
A0100000000006Q,000008074647311,11/09/1987  ,
A0100000000006Q,000008074647311,11/09/2007  ,
A0100000000006Q,000008074647311,11/09/2007  ,
A0100000000006Q,000008074647311,10/03/2008  ,
A0100000000006Q,000008074647311,26/12/2007  ,
A0100000000006Q,000008074647311,21/05/2008  ,
A0100000000006Q,000008074647311,25/04/2008  ,
A0100000000006Q,000008074647312,01/01/1901  ,
A0100000000006Q,000008074647312,08/10/2007  ,
A0100000000006Q,000008074647312,15/02/2013  ,
A0100000000006Q,000008074647312,22/10/2007  ,
A0100000000006Q,000008074647312,13/07/2007  ,
A0100000000006Q,000008074647312,18/10/2008  ,
A0100000000006Q,000008074647313,01/01/1901  ,
A0100000000006Q,000008074647315,01/01/1901  ,
A0100000000006Q,000008074647315,11/10/2001  ,
A0100000000006Q,000008074647315,12/05/2008  ,
A0100000000006Q,000008074647315,24/06/2008  ,
A0100000000006Q,000008074647316,01/01/1901  ,
A0100000000006Q,000008074647317,01/01/1901  ,
A0100000000006Q,000008074647317,01/01/1901  ,
A0100000000006Q,000008074647317,22/12/2005  ,
A0100000000006Q,000008074647317,09/12/2005  ,
A0100000000006Q,000008074647322,08/08/2008  ,
A0100000000006Q,000008074647322,05/08/2008  ,
A0100000000006Q,000008074647321,01/01/1901  ,
A0100000000006Q,000008074647321,15/02/2008  ,
A0100000000006Q,000008074647321,01/01/1901  ,
A0100000000006Q,000008074647321,08/02/2008  ,
A0100000000006Q,000008074647321,27/03/2008  ,
A0100000000006Q,000008074647318,01/01/1901  ,
A0100000000006Q,000008074647318,12/01/2007  ,
A0100000000006Q,000008074647318,27/10/2008  ,
A0100000000006Q,000008074647318,27/10/2008  ,
A0100000000006Q,000008074647318,27/10/2008  ,
A0100000000006Q,000008074647318,09/01/2008  ,
A0100000000006Q,000008074647318,09/01/2008  ,
A0100000000006Q,000008074647318,09/01/2008  ,
A0100000000006Q,000008074647318,09/01/2008  ,
A0100000000006Q,000008074647318,09/01/2008  ,
A0100000000006Q,000008074647318,09/01/2008  ,
A0100000000006Q,000008074647318,05/07/2007  ,
A0100000000006Q,000008074647318,05/07/2007  ,
A0100000000006Q,000008074647318,10/01/2008  ,
A0100000000006Q,000008074647322,01/01/1901  ,
A0100000000006Q,000008074647323,01/01/1901  ,
A0100000000006Q,000008074647328,01/03/2013  ,
A0100000000006Q,000008074647328,01/12/2011  ,
A0100000000006Q,000008074647328,01/01/2013  ,
A0100000000006Q,000008074647323,08/08/2008  ,
A0100000000006Q,000008074647323,01/01/1901  ,
A0100000000006Q,000008074647328,01/01/1901  ,
A0100000000006Q,000008074647328,01/02/2013  ,
A0100000000006Q,000008074647328,07/07/2011  ,
A0100000000006Q,000008074647328,07/07/2011  ,
A0100000000006Q,000008074647328,07/07/2011  ,
A0100000000006Q,000008074647328,07/07/2011  ,
A0100000000006Q,000008074647328,07/07/2011  ,
A0100000000006Q,000008074647328,07/07/2011  ,
A0100000000006Q,000008074647328,07/07/2011  ,
A0100000000006Q,000008074647331,01/01/1901  ,
A0100000000006Q,000008074647331,01/01/1901  ,
A0100000000006Q,000008074647334,01/01/1901  ,
A0100000000006Q,000008074647335,01/01/1901  ,
A0100000000006Q,000008074647338,01/01/1901  ,
A0100000000006Q,000008074647341,01/01/1901  ,
A0100000000006Q,000008074647341,01/01/1901  ,
A0100000000006Q,000008074647345,05/04/2013  ,
A0100000000006Q,000008074647344,01/01/1901  ,
A0100000000006Q,000008074647344,31/12/2011  ,
A0100000000006Q,000008074647352,26/02/2007  ,
A0100000000006Q,000008074647352,22/06/2006  ,
A0100000000006Q,000008074647352,22/06/2006  ,
A0100000000006Q,000008074647352,20/06/2006  ,
A0100000000006Q,000008074647353,01/01/1901  ,
A0100000000006Q,000008074647354,01/01/1901  ,
A0100000000006Q,000008074647352,01/01/1901  ,
A0100000000006Q,000008074647350,01/01/1901  ,
A0100000000006Q,000008074647358,01/01/1901  ,
A0100000000006Q,000008074647358,07/09/2006  ,
A0100000000006Q,000008074647358,01/01/1901  ,
A0100000000006Q,000008074647357,01/01/1901  ,
A0100000000006Q,000008074647357,01/01/1901  ,
A0100000000006Q,000008074647357,05/03/2013  ,
A0100000000006Q,000008074647357,23/05/1977  ,
A0100000000006Q,000008074647355,14/03/2008  ,
A0100000000006Q,000008074647355,23/12/2011  ,
A0100000000006Q,000008074647355,01/01/1901  ,
A0100000000006Q,000008074647355,01/01/1901  ,
A0100000000006Q,000008074647355,18/02/2008  ,
A0100000000006Q,000008074647355,25/02/2008  ,
A0100000000006Q,000008074647355,09/03/2009  ,
A0100000000006Q,000008074647355,13/03/2009  ,
A0100000000006Q,000008074647355,23/03/2009  ,
A0100000000006Q,000008074647355,24/03/2009  ,
A0100000000006Q,000008074647355,01/01/1901  ,
A0100000000006Q,000008074647355,29/02/2008  ,
A0100000000006Q,000008074647355,14/03/2008  ,
A0100000000006Q,000008074647356,01/01/1901  ,
A0100000000006Q,000008074647356,08/02/2005  ,
A0100000000006Q,000008074647356,16/02/2010  ,
A0100000000006Q,000008074647356,01/03/2005  ,
A0100000000006Q,000008074647356,01/03/2005  ,
A0100000000006Q,000008074647355,01/01/1901  ,
A0100000000006Q,000008074647355,03/03/2008  ,
A0100000000006Q,000008074647355,25/03/2009  ,
A0100000000006Q,000008074647355,25/03/2009  ,
A0100000000006Q,000008074647356,01/01/1901  ,
A0100000000006Q,000008074647356,08/02/2005  ,
A0100000000006Q,000008074647356,08/02/2005  ,
A0100000000006Q,000008074647356,08/02/2005  ,
A0100000000006Q,000008074647356,22/02/2007  ,
A0100000000006Q,000008074647356,26/03/2009  ,
A0100000000006Q,000008074647357,01/01/1901  ,
A0100000000006Q,000008074647357,30/10/2006  ,
A0100000000006Q,000008074647357,18/10/2006  ,
A0100000000006Q,000008074647357,25/10/2006  ,
A0100000000006Q,000008074647359,27/12/2007  ,
A0100000000006Q,000008074647359,17/05/2006  ,
A0100000000006Q,000008074647359,01/01/1901  ,
A0100000000006Q,000008074647359,01/01/1901  ,
A0100000000006Q,000008074647359,21/02/2008  ,
A0100000000006Q,000008074647359,10/03/2008  ,
A0100000000006Q,000008074647359,24/05/2007  ,
A0100000000006Q,000008074647359,02/04/2008  ,
A0100000000006Q,000008074647359,10/05/2007  ,
A0100000000006Q,000008074647359,01/01/1901  ,
A0100000000006Q,000008074647359,03/04/2008  ,
A0100000000006Q,000008074647359,12/04/2005  ,
A0100000000006Q,000008074647359,18/03/2008  ,
A0100000000006Q,000008074647359,23/04/2007  ,
A0100000000006Q,000008074647359,01/04/2008  ,
A0100000000006Q,000008074647359,01/01/1901  ,
A0100000000006Q,000008074647359,10/03/2008  ,
A0100000000006Q,000008074647359,01/01/1901  ,
A0100000000006Q,000008074647359,21/02/2008  ,
A0100000000006Q,000008074647359,10/03/2008  ,
A0100000000006Q,000008074647359,01/01/1901  ,
A0100000000006Q,000008074647359,01/01/1901  ,
A0100000000006Q,000008074647359,30/04/2007  ,
A0100000000006Q,000008074647359,21/02/2008  ,
A0100000000006Q,000008074647359,10/03/2008  ,
A0100000000006Q,000008074647359,01/04/2008  ,
A0100000000006Q,000008074647359,24/05/2007  ,
A0100000000006Q,000008074647359,21/02/2008  ,
A0100000000006Q,000008074647359,10/03/2008  ,
A0100000000006Q,000008074647359,10/12/2007  ,
A0100000000006Q,000008074647359,04/04/2000  ,
A0100000000006Q,000008074647359,24/05/2007  ,
A0100000000006Q,000008074647735,13/03/2008  ,
A0100000000006Q,000008074647362,01/01/1901  ,
A0100000000006Q,000008074647362,28/02/2005  ,
A0100000000006Q,000008074647362,12/05/2004  ,
A0100000000006Q,000008074647362,28/02/2005  ,
A0100000000006Q,000008074647362,20/05/2004  ,
A0100000000006Q,000008074647362,02/06/2005  ,
A0100000000006Q,000008074647362,01/01/1901  ,
A0100000000006Q,000008074647362,03/05/2004  ,
A0100000000006Q,000008074647362,01/01/1901  ,
A0100000000006Q,000008074647362,01/01/1901  ,
A0100000000006Q,000008074647362,08/06/2005  ,
A0100000000006Q,000008074647362,01/01/1901  ,
A0100000000006Q,000008074647362,01/01/1901  ,
A0100000000006Q,000008074647362,18/05/2004  ,
A0100000000006Q,000008074647363,01/01/1901  ,
A0100000000006Q,000008074647366,01/01/1901  ,
A0100000000006Q,000008074647367,04/04/2005  ,
A0100000000006Q,000008074647367,03/12/2002  ,
A0100000000006Q,000008074647367,31/07/2002  ,
A0100000000006Q,000008074647367,26/09/2002  ,
A0100000000006Q,000008074647367,01/10/2002  ,
A0100000000006Q,000008074647367,01/01/1901  ,
A0100000000006Q,000008074647367,01/01/1901  ,
A0100000000006Q,000008074647367,13/12/2002  ,
A0100000000006Q,000008074647367,01/01/1901  ,
A0100000000006Q,000008074647367,18/09/2002  ,
A0100000000006Q,000008074647367,16/10/2002  ,
A0100000000006Q,000008074647367,09/12/2002  ,
A0100000000006Q,000008074647367,01/01/1901  ,
A0100000000006Q,000008074647368,01/01/1901  ,
A0100000000006Q,000008074647368,17/10/2005  ,
A0100000000006Q,000008074647368,30/10/2008  ,
A0100000000006Q,000008074647367,01/01/1901  ,
A0100000000006Q,000008074647367,16/10/2002  ,
A0100000000006Q,000008074647367,16/10/2002  ,
A0100000000006Q,000008074647367,31/03/2011  ,
A0100000000006Q,000008074647367,06/10/2002  ,
A0100000000006Q,000008074647367,28/11/2002  ,
A0100000000006Q,000008074647367,16/10/2002  ,
A0100000000006Q,000008074647367,16/10/2002  ,
A0100000000006Q,000008074647367,28/11/2002  ,
A0100000000006Q,000008074647367,31/03/2011  ,
A0100000000006Q,000008074647367,31/03/2011  ,
A0100000000006Q,000008074647367,31/03/2011  ,
A0100000000006Q,000008074647367,31/03/2011  ,
A0100000000006Q,000008074647367,30/06/2004  ,
A0100000000006Q,000008074647367,16/10/2002  ,
A0100000000006Q,000008074647367,16/10/2002  ,
A0100000000006Q,000008074647367,25/09/2003  ,
A0100000000006Q,000008074647369,21/05/2013  ,
A0100000000006Q,000008074647369,01/01/1901  ,
A0100000000006Q,000008074647369,01/01/1901  ,
A0100000000006Q,000008074647369,01/01/1901  ,
A0100000000006Q,000008074647369,17/12/2010  ,
A0100000000006Q,000008074647370,01/01/1901  ,
A0100000000006Q,000008074647370,05/03/2008  ,
A0100000000006Q,000008074647370,24/03/2006  ,
A0100000000006Q,000008074647370,20/02/2008  ,
A0100000000006Q,000008074647370,01/12/2003  ,
A0100000000006Q,000008074647370,05/03/2008  ,
A0100000000006Q,000008074647370,22/10/2008  ,
A0100000000006Q,000008074647370,28/02/2008  ,
A0100000000006Q,000008074647370,20/05/2011  ,
A0100000000006Q,000008074647371,01/01/1901  ,
A0100000000006Q,000008074647373,01/01/1901  ,
A0100000000006Q,000008074647373,29/04/2005  ,
A0100000000006Q,000008074647372,01/01/1901  ,
A0100000000006Q,000008074647372,06/03/2007  ,
A0100000000006Q,000008074647372,22/05/2006  ,
A0100000000006Q,000008074647375,01/01/1901  ,
A0100000000006Q,000008074647375,02/03/2009  ,
A0100000000006Q,000008074647375,03/03/2009  ,
A0100000000006Q,000008074647376,01/01/1901  ,
A0100000000006Q,000008074647377,01/01/1901  ,
A0100000000006Q,000008074647378,01/01/1901  ,
A0100000000006Q,000008074647379,01/01/1901  ,
A0100000000006Q,000008074647380,01/01/1901  ,
A0100000000006Q,000008074647386,16/03/2004  ,
A0100000000006Q,000008074647385,01/01/1901  ,
A0100000000006Q,000008074647385,08/08/2013  ,
A0100000000006Q,000008074647382,01/01/1901  ,
A0100000000006Q,000008074647386,01/01/1901  ,
A0100000000006Q,000008074647386,12/02/2004  ,
A0100000000006Q,000008074647386,21/10/2006  ,
A0100000000006Q,000008074647386,28/08/2013  ,
A0100000000006Q,000008074647386,04/09/2013  ,
A0100000000006Q,000008074647386,11/02/2004  ,
A0100000000006Q,000008074647386,21/10/2006  ,
A0100000000006Q,000008074647386,01/01/1901  ,
A0100000000006Q,000008074647386,01/03/2004  ,
A0100000000006Q,000008074647386,01/01/1901  ,
A0100000000006Q,000008074647390,01/01/1901  ,
A0100000000006Q,000008074647388,01/01/1901  ,
A0100000000006Q,000008074647388,17/03/2005  ,
A0100000000006Q,000008074647389,01/01/1901  ,
A0100000000006Q,000008074647389,22/02/2006  ,
A0100000000006Q,000008074647389,01/01/1901  ,
A0100000000006Q,000008074647387,01/01/1901  ,
A0100000000006Q,000008074647387,22/11/2004  ,
A0100000000006Q,000008074647387,02/11/2004  ,
A0100000000006Q,000008074647387,18/01/2005  ,
A0100000000006Q,000008074647391,01/01/1901  ,
A0100000000006Q,000008074647391,01/01/1901  ,
A0100000000006Q,000008074647402,26/08/2004  ,
A0100000000006Q,000008074647402,17/12/2005  ,
A0100000000006Q,000008074647402,01/01/1901  ,
A0100000000006Q,000008074647402,31/05/2004  ,
A0100000000006Q,000008074647402,22/11/2005  ,
A0100000000006Q,000008074647402,09/12/2005  ,
A0100000000006Q,000008074647402,05/01/2004  ,
A0100000000006Q,000008074647402,01/04/2004  ,
A0100000000006Q,000008074647402,01/04/2004  ,
A0100000000006Q,000008074647402,16/06/2004  ,
A0100000000006Q,000008074647402,28/06/2004  ,
A0100000000006Q,000008074647402,13/07/2004  ,
A0100000000006Q,000008074647402,24/08/2004  ,
A0100000000006Q,000008074647402,24/08/2004  ,
A0100000000006Q,000008074647402,24/08/2004  ,
A0100000000006Q,000008074647402,25/11/2004  ,
A0100000000006Q,000008074647402,30/09/2004  ,
A0100000000006Q,000008074647402,30/09/2004  ,
A0100000000006Q,000008074647402,30/09/2004  ,
A0100000000006Q,000008074647402,05/01/2004  ,
A0100000000006Q,000008074647402,30/05/2005  ,
A0100000000006Q,000008074647402,23/03/2005  ,
A0100000000006Q,000008074647402,23/03/2005  ,
A0100000000006Q,000008074647402,28/01/2004  ,
A0100000000006Q,000008074647402,28/02/2004  ,
A0100000000006Q,000008074647402,28/09/2003  ,
A0100000000006Q,000008074647402,01/01/1901  ,
A0100000000006Q,000008074647402,01/01/1901  ,
A0100000000006Q,000008074647402,28/01/2004  ,
A0100000000006Q,000008074647402,25/03/2004  ,
A0100000000006Q,000008074647402,25/03/2004  ,
A0100000000006Q,000008074647402,11/10/2005  ,
A0100000000006Q,000008074647402,11/10/2005  ,
A0100000000006Q,000008074647402,11/10/2005  ,
A0100000000006Q,000008074647402,11/10/2005  ,
A0100000000006Q,000008074647402,26/12/2002  ,
A0100000000006Q,000008074647402,01/01/1901  ,
A0100000000006Q,000008074647400,01/01/1901  ,
A0100000000006Q,000008074647400,01/01/1901  ,
A0100000000006Q,000008074647400,29/12/2011  ,
A0100000000006Q,000008074647400,01/01/1901  ,
A0100000000006Q,000008074647403,01/01/1901  ,
A0100000000006Q,000008074647403,20/07/2005  ,
A0100000000006Q,000008074647403,17/12/2005  ,
A0100000000006Q,000008074647403,09/02/2012  ,
A0100000000006Q,000008074647404,01/01/1901  ,
A0100000000006Q,000008074647404,17/11/2010  ,
A0100000000006Q,000008074647406,01/01/1901  ,
A0100000000006Q,000008074647406,22/02/2011  ,
A0100000000006Q,000008074647407,01/01/1901  ,
A0100000000006Q,000008074647408,01/01/1901  ,
A0100000000006Q,000008074647408,22/09/2011  ,
A0100000000006Q,000008074647410,01/01/1901  ,
A0100000000006Q,000008074647412,01/01/1901  ,
A0100000000006Q,000008074647413,01/01/1901  ,
A0100000000006Q,000008074647413,09/02/2005  ,
A0100000000006Q,000008074647413,19/01/2005  ,
A0100000000006Q,000008074641308,02/02/2005  ,
A0100000000006Q,000008074647414,01/01/1901  ,
A0100000000006Q,000008074647416,01/01/1901  ,
A0100000000006Q,000008074647415,01/01/1901  ,
A0100000000006Q,000008074647415,28/05/2004  ,
A0100000000006Q,000008074647415,01/01/1901  ,
A0100000000006Q,000008074647415,03/08/2005  ,
A0100000000006Q,000008074647415,03/06/2004  ,
A0100000000006Q,000008074647415,10/05/2004  ,
A0100000000006Q,000008074647415,07/06/2004  ,
A0100000000006Q,000008074647417,01/01/1901  ,
A0100000000006Q,000008074647417,12/03/2007  ,
A0100000000006Q,000008074647417,05/06/2012  ,
A0100000000006Q,000008074647420,01/01/1901  ,
A0100000000006Q,000008074647420,15/10/2003  ,
A0100000000006Q,000008074647420,22/09/2008  ,
A0100000000006Q,000008074647420,01/01/1901  ,
A0100000000006Q,000008074647420,08/10/2003  ,
A0100000000006Q,000008074647420,01/01/1901  ,
A0100000000006Q,000008074647420,13/09/2008  ,
A0100000000006Q,000008074647420,01/01/1901  ,
A0100000000006Q,000008074647420,03/11/2008  ,
A0100000000006Q,000008074647420,01/12/2008  ,
A0100000000006Q,000008074647420,01/12/2008  ,
A0100000000006Q,000008074647420,18/09/2006  ,
A0100000000006Q,000008074647420,16/10/2008  ,
A0100000000006Q,000008074647420,02/10/2007  ,
A0100000000006Q,000008074647420,01/01/1901  ,
A0100000000006Q,000008074647420,25/01/2006  ,
A0100000000006Q,000008074647418,01/01/1901  ,
A0100000000006Q,000008074647418,14/01/2006  ,
A0100000000006Q,000008074647418,17/11/2006  ,
A0100000000006Q,000008074647418,21/04/2006  ,
A0100000000006Q,000008074647418,15/05/2006  ,
A0100000000006Q,000008074647418,15/05/2006  ,
A0100000000006Q,000008074647418,09/11/2006  ,
A0100000000006Q,000008074647418,13/11/2006  ,
A0100000000006Q,000008074647418,02/06/2007  ,
A0100000000006Q,000008074647418,29/09/2007  ,
A0100000000006Q,000008074647418,12/03/2007  ,
A0100000000006Q,000008074647418,30/06/2005  ,
A0100000000006Q,000008074647418,31/12/2005  ,
A0100000000006Q,000008074647418,19/07/2006  ,
A0100000000006Q,000008074647418,19/07/2007  ,
A0100000000006Q,000008074647418,04/07/2006  ,
